support,itemsets
1.0,"frozenset({'Total Revenue', 'Region', 'Total Cost', 'Order Priority', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Order Priority', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Region', 'Total Cost', 'Order Priority', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Total Cost', 'Order Priority', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Order Priority', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Total Cost', 'Order Priority', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Total Cost', 'Order Priority', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Order Priority', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Order Priority', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Order Priority', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Order Priority', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Order Priority', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Order Priority', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Order Priority', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Total Cost', 'Order Priority', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Order Priority', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Total Cost', 'Order Priority', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Order Priority', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Region', 'Total Cost', 'Order Priority', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Total Cost', 'Order Priority', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Order Priority', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Total Cost', 'Order Priority', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Total Cost', 'Order Priority', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Order Priority', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Order Priority', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Order Priority', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Order Priority', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Total Cost', 'Order Priority', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Order Priority', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Total Cost', 'Order Priority', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Total Cost', 'Order Priority', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Total Cost', 'Order Priority', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Order Date', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Order Date', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Region', 'Total Cost', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Region', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Order Date', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Total Cost', 'Order Date', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Total Cost', 'Order Date', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Ship Date', 'Region', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Region', 'Units Sold', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Order Date', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Total Cost', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Total Cost', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Region', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Total Cost', 'Order Date', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Order Date', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Order Date', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Order Date', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Order Date', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Order Date', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Order Date', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Total Cost', 'Order Date', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Total Cost', 'Order Date', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Region', 'Total Cost', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Total Cost', 'Order Date', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Order Date', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Total Cost', 'Order Date', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Total Cost', 'Order Date', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Order Date', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Order Date', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Total Cost', 'Order Date', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Total Cost', 'Order Date', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Total Cost', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Total Cost', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Total Cost', 'Order Date', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Total Cost', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Total Cost', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Region', 'Total Cost', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Total Cost', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Total Cost', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Total Cost', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Total Cost', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Region', 'Units Sold', 'Total Cost', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Total Cost', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Total Cost', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Total Cost', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Total Cost', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Total Cost', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Total Cost', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Total Cost', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Total Cost', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Region', 'Total Cost', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Total Cost', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Total Cost', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Ship Date', 'Region', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Region', 'Order Priority', 'Order Date', 'Order ID', 'Unit Price'})"
